type,id,en_description,zh_description
Sentence,s282,"Conducted in a blinded way with prestated hypotheses and analyses, the study found that among 4,404 patients, the DNA panel had a sensitivity for CRC of 51.6% (for all stages of CRC) versus 12.9% for Hemoccult II, while the false-positive rates were 5.6% and 4.8%, respectively","该研究通过提出假说、进行分析的设盲方式进行，，该研究发现在4,404例患者中，DNA检测对CRC的敏感性为51.6%（对各期CRC），而Hemoccult II为12.9%，两种检测方法的假阳性率分别为5.6%与4.8%"
Sentence,s283,"A large, paired-design study was conducted by the American College of Radiology Imaging Network group, with 2,531 average-risk people (prevalence of polyps or cancer greater than or equal to 10 mm, 4%; mean age about 58 years) screened with both CT colonography and optical colonoscopy (OC)","​美国放射学会成像网络组进行了一项大型配对设计研究，对2,531例中危参与者（直径≥10mm的息肉或癌症患病率为4%，平均年龄58岁）进行CT结肠成像和光学结肠镜（OC）筛查"
Sentence,s284,"A systematic review to evaluate the comparative diagnostic performance of gFOBT and iFOBT in the context of a decision to introduce screening for CRC in the United Kingdom, included 33 studies evaluating gFOBT and 35 studies evaluating iFOBT, including nine that evaluated both gFOBT and iFOBT",​一项系统性综述对比评估了gFOBT与iFOBT的诊断性能，以决定是否在英国引入CRC筛查，该综述共纳入33项gFOBT评估研究与35项iFOBT评估研究，其中9项研究评估了二者
Sentence,s285,"Collection details vary somewhat for different tests, but typically involve collection of as many as three different specimens on 3 different days, with small amounts from one specimen smeared by a wooden stick on a card with two windows or otherwise placed in a specimen container",采集细节因检测方式不同而异，但通常需要在不同的3天采集共至少3次标本，用小木棒在含有2个检测窗的检测卡上涂抹少量标本，或放在标本容器中
Sentence,s286,"They studied 15 colonoscopists on faculty at one university and showed, during the years 2000 to 2009, a wide variation in detection rate for proximal serrated polyps, ranging (per colonoscopy) from 0.01 to 0.26, suggesting that many proximal serrated lesions may be missed on routine exam",该研究对一所大学的15名结肠镜医师进行研究，发现2000-2009年之间，近端锯齿状息肉的检出率具有较大差异，从0.01到0.26（每次结肠镜检查），表明常规检查中很可能漏诊了很多近端锯齿状病变
Sentence,s287,"In a study in which endoscopists used high-resolution white-light endoscopes, flat or nonpolypoid lesions were found to account for only 11% of all superficial colon lesions, but they were about 9.8 times as likely to contain cancer ( in situ neoplasia or invasive cancer) compared with polypoid lesions",一项研究中，医师使用高分辨率白光内镜进行检查，结果发现扁平状或非息肉样病变仅占所有浅表结肠病变的11%，但这些病变相比于息肉样病变，包含癌成分（原位癌或侵袭性癌）的可能性则升至9.8倍
Sentence,s288,"Sigmoidoscopy detects lesions in the left colon directly but detects lesions in the right colon only indirectly when a positive sigmoidoscopy (that may variously be defined as a finding of advanced adenoma, any adenoma, or any polyp) is used to trigger a colonoscopic examination of the whole colon",乙状结肠镜对左半结肠病变的检查更加直接。如果乙状结肠镜结果为阳性（不同试验对阳性的定义不同，包括高级别腺瘤、任何腺瘤或任何息肉等），则需对全结肠行结肠镜检查
Sentence,s289,"This trial demonstrated that annual FOBT screening decreased mortality from colorectal cancer (CRC) by 33% after 18 years of follow-up (relative risk [RR], 0.67; 95% confidence interval [CI], 0.51–0.83, compared with the control group) and that biennial testing resulted in a 21% relative mortality reduction (RR, 0.79, 95% CI 0.62–0.97)",18年随访结果显示，该试验每年FOBT筛查随访可降低结直肠癌（CRC）死亡率33%（与对照组相比相对风险[RR]，0.67；95%置信区间[CI]，0.51-0.83），每2年筛查一次使相对死亡率降低21%（RR，0.79，95%CI，0.62-0.97）
Sentence,s290,"At the cut-point recommended by the manufacturer, sensitivities for the two tests were 70.8% (95% CI, 48.9%–87.4%) for users compared with 35.9% (95% CI, 28.9%–43.4%) for nonusers and 58.3% (95% CI, 36.6%–77.9%) for users compared with 32% (95% CI, 25.3%–39.4%) for nonusers ( P = .001 and P = .01, respectively)",根据生产商推荐的阳性阈值，一种检测对阿司匹林用药者和非阿司匹林用药者的敏感性分别为70.8%（95% CI，48.9%-87.4%）与35.9%（95%CI，28.9%-43.4%），另一种检测对这两类人群的敏感性分别为58.3%（95%CI，36.6%-77.9%）与32%（95%CI，25.3%-39.4%）（分别有P=0.001，P=0.01）
Sentence,s291,"In one study, 2,188 patients scheduled for colonoscopy because of an elevated risk due to personal or family history of colorectal neoplasm, positive gFOBT result, change in bowel habits, anemia, abdominal pain with weight loss, or anal symptoms were invited to participate in a comparative assessment of iFOBT against colonoscopy findings","​一项研究对2,188例患者安排结肠镜检查，检查理由包括有结肠肿瘤病史或家族史、gFOBT结果阳性、排便习惯改变、贫血、腹痛伴体重下降或肛门不适症状，邀请这些患者参与iFOBT与结肠镜的对比性评估研究"
Sentence,s292,"While specificity for detection of polyps is homogeneously high in many studies, sensitivity can vary widely. These variations are attributable to a number of factors including characteristics of the CT scanner and detector, width of collimation, mode of imaging (two dimensional [2-D] vs 3-D and/or ""fly-through""), and variability in expertise of radiologists",虽然很多研究中息肉检查的特异性均较高，但敏感性则有很大差异，原因较为复杂，包括CT扫描仪的特点、检查者因素、准直宽度、成像模式（二维[2D]与3D和（或）“漫游技术”）及放射科医师的经验因素
Sentence,s293,"Of the 43,042 participants aged 50 to 66 years, advanced neoplasia was detected in 5.9% (5.7% among women with a family history of CRC, 4.3% among women without a family history of CRC, 12.2% among men with a family history of CRC, and 8.0% among men without a family history of CRC)","年龄在50-66岁的43,042例参与者中，高级别瘤变的发生率为5.9%（在有CRC家族史的女性中该比例为5.7%，有CRC家族史的男性中该比例为12.2%，无CRC家族史的男性中该比例为8.0%）"
Sentence,s294,"Fifteen percent of patients in an Australian series of 100 patients, referred for colonography because of symptoms or family history, were found to have extracolonic findings, and 11% of the patients needed further medical workups for renal, splenic, uterine, liver, and gallbladder abnormalities. Other areas of extracolonic findings include the chest, ovary, and pancreas",一项澳大利亚病例分析研究共纳入100例患者，这些患者因出现症状或有家族史而接受结肠成像检查，发现其中15%的患者需进行肾脏、脾脏、子宫、肝脏和胆囊异常检查
Sentence,s295,"All patients provided one stool sample taken within a week before colonoscopy preparation, which was collected according to instructions in a container that was kept refrigerated or frozen until rendered to the clinic on the day of colonoscopy, and the patients agreed to complete a standard questionnaire regarding the use of analgesics and low-dose aspirin (for prevention of cardiovascular disease)",所有患者均在结肠镜准备前1周提供1份便标本，采集过程依据容器标签上的说明，标本冷冻保存，结肠镜当日交给检查中心
Sentence,s296,"Even if it is not possible to determine which reasons may be responsible for the right side versus the left side difference, the findings beg the question, “What is the degree of mortality reduction from colonoscopy?” While a figure of 90% is sometimes cited as the degree of mortality reduction, the question will not be properly answered until the European study is completed",​尽管无法判断导致右半结肠与左半结肠病变检出率具有较大差异的原因，但该研究结果也提出了下列问题，“结肠镜降低死亡率的作用有多大”。虽然有些文章引用了90%作为死亡率降低数据，但直至欧洲研究完成，该问题才有了适当答案
Sentence,s297,"The proportion of examinations in which adenomatous polyps were detected by barium enema was related to the size of the adenoma ( P = .009); the rate was 32% for colonoscopic examinations in which the largest adenomas detected were no larger than 5 mm, 53% for those in which the largest adenomas detected were 6 mm to 10 mm, and 48% for those in which the largest adenomas detected were larger than 10 mm",钡灌肠检出的腺瘤性息肉比例与息肉大小相关（P=0.009）；息肉最大直径不超过5mm时结肠镜检出的腺瘤性息肉比例为32%，息肉最大直径为6mm-10mm时腺瘤性息肉检出率53%，息肉最大直径大于10mm时腺瘤性息肉检出率为48%
Sentence,s1,The major type of gastric cancer is adenocarcinoma (95%),腺癌是胃癌的主要类型（95%）
